	worker_id	worker_platform	worker_browser	battery_name	battery_owner	battery_owner_email	battery_completed	experiment_include_bonus	experiment_include_catch	experiment_exp_id	experiment_name	experiment_reference	experiment_cognitive_atlas_task_id	result_SS_delay	result_SS_duration	result_SS_stimulus	result_SS_trial_type	result_block_duration	result_condition	result_correct	result_correct_response	result_current_trial	result_dateTime	result_exp_id	result_exp_stage	result_feedback_duration	result_global_shape	result_internal_node_id	result_key_press	result_large_amt	result_later_del	result_local_shape	result_mouse_click	result_num_response	result_page_num	result_possible_responses	result_qnum	result_response_range	result_rt	result_score_response	result_small_amt	result_stim_duration	result_stim_id	result_stim_question	result_stim_response	result_stimulus	result_switch	result_time_elapsed	result_times_viewed	result_timing_post_trial	result_trial	result_trial_id	result_trial_index	result_trial_num	result_trial_type	result_id	result_view_history
7ce0474b-9095-4507-a01b-767445a1c93d_207	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1500	AX		77	207	1454609645418	dot_pattern_expectancy	test			0.0-206.0	-1							[37, 40]			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>"		268158		0		probe	207		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_208	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					2000				208	1454609645711	dot_pattern_expectancy	test			0.0-207.0	-1							[37, 40]			-1			2000				<div class = centerbox><div class = fixation>+</div></div>		268451		0		feedback	208		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_209	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	500	AX		77	209	1454609646219	dot_pattern_expectancy	test			0.0-208.0	-1							none			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>"		268959		0		cue	209		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_210	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					1000				210	1454609646425	dot_pattern_expectancy	test			0.0-209.0	-1							none			-1			1000				<div class = centerbox><div class = center-text>Respond Faster!</p></div>		269166		0		fixation	210		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_211	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1500	AX		77	211	1454609646782	dot_pattern_expectancy	test			0.0-210.0	-1							[37, 40]			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>"		269522		0		probe	211		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_212	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					2000				212	1454609646996	dot_pattern_expectancy	test			0.0-211.0	-1							[37, 40]			-1			2000				<div class = centerbox><div class = fixation>+</div></div>		269737		0		feedback	212		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_213	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	500	BX		90	213	1454609647502	dot_pattern_expectancy	test			0.0-212.0	-1							none			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>"		270242		0		cue	213		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_214	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					1000				214	1454609647792	dot_pattern_expectancy	test			0.0-213.0	-1							none			-1			1000				<div class = centerbox><div class = center-text>Respond Faster!</p></div>		270532		0		fixation	214		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_215	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1500	BX		90	215	1454609647932	dot_pattern_expectancy	test			0.0-214.0	-1							[37, 40]			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>"		270672		0		probe	215		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_216	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					2000				216	1454609648225	dot_pattern_expectancy	test			0.0-215.0	-1							[37, 40]			-1			2000				<div class = centerbox><div class = fixation>+</div></div>		270966		0		feedback	216		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_217	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	500	AX		90	217	1454609648735	dot_pattern_expectancy	test			0.0-216.0	-1							none			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>"		271475		0		cue	217		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_218	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					1000				218	1454609648941	dot_pattern_expectancy	test			0.0-217.0	-1							none			-1			1000				<div class = centerbox><div class = center-text>Respond Faster!</p></div>		271682		0		fixation	218		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_219	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					1500	AX		77	219	1454609649295	dot_pattern_expectancy	test			0.0-218.0	-1							[37, 40]			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>"		272036		0		probe	219		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_220	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					2000				220	1454609649506	dot_pattern_expectancy	test			0.0-219.0	-1							[37, 40]			-1			2000				<div class = centerbox><div class = fixation>+</div></div>		272246		0		feedback	220		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_221	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	500	AX		90	221	1454609650013	dot_pattern_expectancy	test			0.0-220.0	-1							none			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>"		272753		0		cue	221		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_222	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					1000				222	1454609650301	dot_pattern_expectancy	test			0.0-221.0	-1							none			-1			1000				<div class = centerbox><div class = center-text>Respond Faster!</p></div>		273041		0		fixation	222		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_223	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1500	AX		77	223	1454609650450	dot_pattern_expectancy	test			0.0-222.0	-1							[37, 40]			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>"		273190		0		probe	223		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_224	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					2000				224	1454609650741	dot_pattern_expectancy	test			0.0-223.0	-1							[37, 40]			-1			2000				<div class = centerbox><div class = fixation>+</div></div>		273481		0		feedback	224		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_225	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	500	AX		77	225	1454609651246	dot_pattern_expectancy	test			0.0-224.0	-1							none			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>"		273986		0		cue	225		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_226	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					30000		False	72	226	1454609651337	dot_pattern_expectancy	test			0.0-225.0	-1							[]			-1			30000				"<p>Please read the following paragraph:</p><p>As Gregor Samsa awoke one morning from uneasy dreams he found himself transformed in his bed into a gigantic insect. Are you reading this paragraph? If so, press the key the letter that starts the next sentence. He was lying on his hard, as it were armor-plated, back and when he lifted his head a little he could see his dome-like brown belly divided into stiff arched segments on top of which the bed quilt could hardly keep in position and was about to slide off completely. His numerous legs, which were pitifully thin compared to the rest of his bulk, waved helplessly before his eyes. --Metamorphosis (Franz Kafka)</p><p>Press the ""A"" key."		274077		200		fixation	226		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_227	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1000	AX		77	227	1454609651458	dot_pattern_expectancy	test			0.0-226.0	-1							none			-1			1000				<div class = centerbox><div class = center-text>Respond Faster!</p></div>		274199		0		probe	227		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_228	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					1500				228	1454609651810	dot_pattern_expectancy	test			0.0-227.0	-1							[37, 40]			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>"		274551		0		feedback	228		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_229	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	2000	BX		90	229	1454609652018	dot_pattern_expectancy	test			0.0-228.0	-1							[37, 40]			-1			2000				<div class = centerbox><div class = fixation>+</div></div>		274759		0		cue	229		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_230	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					500				230	1454609652314	dot_pattern_expectancy	test			0.0-229.0	-1							none			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>"		275055		0		fixation	230		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_231	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1000	BX		90	231	1454609652465	dot_pattern_expectancy	test			0.0-230.0	-1							none			-1			1000				<div class = centerbox><div class = center-text>Respond Faster!</p></div>		275206		0		probe	231		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_232	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					1500				232	1454609652843	dot_pattern_expectancy	test			0.0-231.0	-1							[37, 40]			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>"		275584		0		feedback	232		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_233	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	2000	AX		77	233	1454609653255	dot_pattern_expectancy	test			0.0-232.0	-1							[37, 40]			-1			2000				<div class = centerbox><div class = fixation>+</div></div>		275995		0		cue	233		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_234	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					500				234	1454609653347	dot_pattern_expectancy	test			0.0-233.0	-1							none			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>"		276088		0		fixation	234		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_235	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1000	AX		77	235	1454609653474	dot_pattern_expectancy	test			0.0-234.0	-1							none			-1			1000				<div class = centerbox><div class = center-text>Respond Faster!</p></div>		276214		0		probe	235		poldrack-single-stim	59	
